PORT,PORT_NAME,year_month,import_ves_val,import_ves_wgt,export_ves_val,export_ves_wgt,total_ves_val,total_ves_wgt
5101,"CHARLOTTE AMALIE, VI",2021-02,1296288.0,415434.0,9809.0,4839.0,1306097.0,420273.0
5101,"CHARLOTTE AMALIE, VI",2021-03,1750788.0,2201279.0,1828831.0,66168.0,3579619.0,2267447.0
5101,"CHARLOTTE AMALIE, VI",2021-04,2521900.0,5858794.0,30654.0,17393.0,2552554.0,5876187.0
5101,"CHARLOTTE AMALIE, VI",2021-05,1531791.0,549953.0,711702.0,103595.0,2243493.0,653548.0
5101,"CHARLOTTE AMALIE, VI",2021-06,1622962.0,641514.0,294623.0,22629.0,1917585.0,664143.0
5101,"CHARLOTTE AMALIE, VI",2021-07,1691329.0,4055333.0,661182.0,1330801.0,2352511.0,5386134.0
5101,"CHARLOTTE AMALIE, VI",2021-08,1398060.0,3689492.0,16751.0,6220.0,1414811.0,3695712.0
5101,"CHARLOTTE AMALIE, VI",2021-09,1673580.0,2950530.0,22699.0,76324.0,1696279.0,3026854.0
5101,"CHARLOTTE AMALIE, VI",2021-10,2608525.0,6299323.0,138565.0,23275.0,2747090.0,6322598.0
5101,"CHARLOTTE AMALIE, VI",2021-11,16296842.0,4544890.0,493668.0,41320.0,16790510.0,4586210.0
5101,"CHARLOTTE AMALIE, VI",2021-12,2046343.0,1148204.0,136093.0,141797.0,2182436.0,1290001.0
5101,"CHARLOTTE AMALIE, VI",2022-01,8331190.0,3679962.0,107177.0,183665.0,8438367.0,3863627.0
5101,"CHARLOTTE AMALIE, VI",2022-02,8387405.0,1196401.0,285955.0,33402.0,8673360.0,1229803.0
5101,"CHARLOTTE AMALIE, VI",2022-03,1110895.0,1791833.0,2599068.0,173271.0,3709963.0,1965104.0
5101,"CHARLOTTE AMALIE, VI",2022-04,1122950.0,833745.0,306854.0,69439.0,1429804.0,903184.0
5101,"CHARLOTTE AMALIE, VI",2022-05,2069179.0,2519653.0,5814837.0,275363.0,7884016.0,2795016.0
5101,"CHARLOTTE AMALIE, VI",2022-06,954729.0,613311.0,266742.0,321621.0,1221471.0,934932.0
5101,"CHARLOTTE AMALIE, VI",2022-07,2859270.0,475629.0,140221.0,79121.0,2999491.0,554750.0
5101,"CHARLOTTE AMALIE, VI",2022-08,1214620.0,1115569.0,48913.0,24967.0,1263533.0,1140536.0
5101,"CHARLOTTE AMALIE, VI",2022-09,1324732.0,597981.0,118644.0,47463.0,1443376.0,645444.0
5101,"CHARLOTTE AMALIE, VI",2022-10,2583390.0,3896762.0,234139.0,152597.0,2817529.0,4049359.0
5101,"CHARLOTTE AMALIE, VI",2022-11,1350322.0,697948.0,1515875.0,2106261.0,2866197.0,2804209.0
5101,"CHARLOTTE AMALIE, VI",2022-12,1475905.0,3397272.0,76684.0,20615.0,1552589.0,3417887.0
5101,"CHARLOTTE AMALIE, VI",2023-01,2124513.0,4145529.0,86877.0,45565.0,2211390.0,4191094.0
5101,"CHARLOTTE AMALIE, VI",2023-02,2526664.0,1840572.0,282364.0,45262.0,2809028.0,1885834.0
5101,"CHARLOTTE AMALIE, VI",2023-03,1701247.0,729081.0,5339053.0,109558.0,7040300.0,838639.0
5101,"CHARLOTTE AMALIE, VI",2023-04,1132471.0,4743942.0,73272.0,44838.0,1205743.0,4788780.0
5101,"CHARLOTTE AMALIE, VI",2023-05,4887048.0,924158.0,15973505.0,273672.0,20860553.0,1197830.0
5101,"CHARLOTTE AMALIE, VI",2023-06,1570655.0,4399949.0,98905.0,25643.0,1669560.0,4425592.0
5101,"CHARLOTTE AMALIE, VI",2023-07,1691181.0,1084369.0,202103.0,107982.0,1893284.0,1192351.0
5101,"CHARLOTTE AMALIE, VI",2023-08,1688338.0,879489.0,60953.0,41520.0,1749291.0,921009.0
5101,"CHARLOTTE AMALIE, VI",2023-09,2134992.0,2961523.0,412213.0,103188.0,2547205.0,3064711.0
5101,"CHARLOTTE AMALIE, VI",2023-10,3346503.0,1128359.0,367816.0,68739.0,3714319.0,1197098.0
5101,"CHARLOTTE AMALIE, VI",2023-11,2978141.0,2559475.0,332799.0,50081.0,3310940.0,2609556.0
5101,"CHARLOTTE AMALIE, VI",2023-12,3085426.0,1365092.0,3353053.0,803804.0,6438479.0,2168896.0
5101,"CHARLOTTE AMALIE, VI",2024-01,2780097.0,2810626.0,601522.0,257871.0,3381619.0,3068497.0
5101,"CHARLOTTE AMALIE, VI",2024-02,2133950.0,820075.0,311299.0,1396654.0,2445249.0,2216729.0
5101,"CHARLOTTE AMALIE, VI",2024-03,2667353.0,3082542.0,2374213.0,221465.0,5041566.0,3304007.0
5101,"CHARLOTTE AMALIE, VI",2024-04,2395396.0,3076201.0,2698427.0,148668.0,5093823.0,3224869.0
5101,"CHARLOTTE AMALIE, VI",2024-05,1714138.0,776684.0,1440461.0,106977.0,3154599.0,883661.0
5101,"CHARLOTTE AMALIE, VI",2024-06,2848022.0,2456184.0,226831.0,38940.0,3074853.0,2495124.0
5101,"CHARLOTTE AMALIE, VI",2024-07,1894303.0,933605.0,409147.0,188471.0,2303450.0,1122076.0
5101,"CHARLOTTE AMALIE, VI",2024-08,2014912.0,3009192.0,560277.0,65816.0,2575189.0,3075008.0
5101,"CHARLOTTE AMALIE, VI",2024-09,2012707.0,2817751.0,195795.0,45528.0,2208502.0,2863279.0
5101,"CHARLOTTE AMALIE, VI",2024-10,3300424.0,1092501.0,219406.0,328297.0,3519830.0,1420798.0
5101,"CHARLOTTE AMALIE, VI",2024-11,3578050.0,3624984.0,513952.0,78474.0,4092002.0,3703458.0
5101,"CHARLOTTE AMALIE, VI",2024-12,2755755.0,1567607.0,281131.0,615897.0,3036886.0,2183504.0
5102,"CRUZ BAY, VI",2016-01,0.0,0.0,44300.0,5961.0,44300.0,5961.0
5102,"CRUZ BAY, VI",2016-02,0.0,0.0,6785.0,2795.0,6785.0,2795.0
5102,"CRUZ BAY, VI",2016-03,0.0,0.0,43960.0,670.0,43960.0,670.0
5102,"CRUZ BAY, VI",2016-04,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2016-05,0.0,0.0,44412.0,3132.0,44412.0,3132.0
5102,"CRUZ BAY, VI",2016-06,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2016-07,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2016-08,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2016-09,8351.0,4474.0,0.0,0.0,8351.0,4474.0
5102,"CRUZ BAY, VI",2016-10,0.0,0.0,49123.0,2532.0,49123.0,2532.0
5102,"CRUZ BAY, VI",2016-11,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2016-12,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2017-01,77911.0,2100601.0,4173.0,285.0,82084.0,2100886.0
5102,"CRUZ BAY, VI",2017-02,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2017-03,40160.0,2100000.0,0.0,0.0,40160.0,2100000.0
5102,"CRUZ BAY, VI",2017-04,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2017-05,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2017-06,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2017-07,26400.0,2520000.0,38074.0,6227.0,64474.0,2526227.0
5102,"CRUZ BAY, VI",2017-08,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2017-09,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2017-10,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2017-11,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2017-12,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2018-07,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2018-08,0.0,0.0,222700.0,16660.0,222700.0,16660.0
5102,"CRUZ BAY, VI",2018-09,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2018-10,25500.0,1890000.0,0.0,0.0,25500.0,1890000.0
5102,"CRUZ BAY, VI",2018-11,0.0,0.0,35201.0,301.0,35201.0,301.0
5102,"CRUZ BAY, VI",2018-12,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2019-01,0.0,0.0,19093221.0,50423838.0,19093221.0,50423838.0
5102,"CRUZ BAY, VI",2019-02,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2019-03,22500.0,1890000.0,0.0,0.0,22500.0,1890000.0
5102,"CRUZ BAY, VI",2019-04,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2019-05,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2019-06,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2019-07,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2019-08,39098.0,1851836.0,0.0,0.0,39098.0,1851836.0
5102,"CRUZ BAY, VI",2019-09,22500.0,1890000.0,0.0,0.0,22500.0,1890000.0
5102,"CRUZ BAY, VI",2019-10,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2019-11,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2019-12,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2020-01,47806.0,10075.0,149562.0,19267.0,197368.0,29342.0
5102,"CRUZ BAY, VI",2020-02,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2020-03,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2020-04,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2020-05,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2020-06,0.0,0.0,9926.0,990.0,9926.0,990.0
5102,"CRUZ BAY, VI",2020-07,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2020-08,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2020-09,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2020-10,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2020-11,52759.0,1591370.0,0.0,0.0,52759.0,1591370.0
5102,"CRUZ BAY, VI",2020-12,27000.0,1890000.0,0.0,0.0,27000.0,1890000.0
5102,"CRUZ BAY, VI",2021-04,123230.0,1910770.0,0.0,0.0,123230.0,1910770.0
5102,"CRUZ BAY, VI",2021-05,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2021-06,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2021-07,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2021-08,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2021-09,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2021-10,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2021-11,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2021-12,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2022-03,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2022-04,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2022-05,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2022-06,34200.0,2992500.0,0.0,0.0,34200.0,2992500.0
5102,"CRUZ BAY, VI",2022-07,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2022-08,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2022-09,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2022-10,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2022-11,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2022-12,21000.0,1837500.0,0.0,0.0,21000.0,1837500.0
5102,"CRUZ BAY, VI",2023-01,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2023-02,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2023-03,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2023-04,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2023-05,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2023-06,14300.0,309.0,0.0,0.0,14300.0,309.0
5102,"CRUZ BAY, VI",2023-07,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2023-08,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2023-09,47550.0,2992500.0,0.0,0.0,47550.0,2992500.0
5102,"CRUZ BAY, VI",2023-10,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2023-11,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2023-12,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2024-04,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2024-05,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2024-06,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2024-07,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2024-08,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2024-09,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2024-10,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2024-11,0.0,0.0,0.0,0.0,0.0,0.0
5102,"CRUZ BAY, VI",2024-12,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2016-01,0.0,0.0,31500.0,451.0,31500.0,451.0
5103,"CORAL BAY, VI",2016-02,0.0,0.0,15500.0,222.0,15500.0,222.0
5103,"CORAL BAY, VI",2016-03,0.0,0.0,3127.0,355.0,3127.0,355.0
5103,"CORAL BAY, VI",2016-04,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2016-05,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2016-06,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2016-07,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2016-08,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2016-09,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2016-10,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2016-11,0.0,0.0,8047.0,716.0,8047.0,716.0
5103,"CORAL BAY, VI",2016-12,0.0,0.0,634210.0,25000.0,634210.0,25000.0
5103,"CORAL BAY, VI",2017-01,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-02,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-03,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-04,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-05,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-06,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-07,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-08,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-09,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-10,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-11,0.0,0.0,0.0,0.0,0.0,0.0
5103,"CORAL BAY, VI",2017-12,0.0,0.0,0.0,0.0,0.0,0.0
5104,"CHRISTIANSTED, VI",2016-01,2282386.0,4148519.0,1362898.0,3310317.0,3645284.0,7458836.0
5104,"CHRISTIANSTED, VI",2016-02,2376281.0,8425177.0,152000.0,3279472.0,2528281.0,11704649.0
5104,"CHRISTIANSTED, VI",2016-03,3249882.0,10714056.0,69750.0,1632932.0,3319632.0,12346988.0
5104,"CHRISTIANSTED, VI",2016-04,8476604.0,19008835.0,19181364.0,39042349.0,27657968.0,58051184.0
5104,"CHRISTIANSTED, VI",2016-05,29843036.0,78529316.0,22069980.0,48069518.0,51913016.0,126598834.0
5104,"CHRISTIANSTED, VI",2016-06,1522472.0,3429097.0,5477239.0,12554797.0,6999711.0,15983894.0
5104,"CHRISTIANSTED, VI",2016-07,45483697.0,130586049.0,8813191.0,26512992.0,54296888.0,157099041.0
5104,"CHRISTIANSTED, VI",2016-08,94066774.0,137852105.0,32544171.0,81301485.0,126610945.0,219153590.0
5104,"CHRISTIANSTED, VI",2016-09,70425403.0,179993841.0,49621051.0,110478798.0,120046454.0,290472639.0
5104,"CHRISTIANSTED, VI",2016-10,108562095.0,194717958.0,19709111.0,45443982.0,128271206.0,240161940.0
5104,"CHRISTIANSTED, VI",2016-11,64747679.0,143703537.0,56377136.0,123932938.0,121124815.0,267636475.0
5104,"CHRISTIANSTED, VI",2016-12,59547225.0,187035756.0,43478943.0,112019114.0,103026168.0,299054870.0
5104,"CHRISTIANSTED, VI",2017-01,168158175.0,457456720.0,97407063.0,214148010.0,265565238.0,671604730.0
5104,"CHRISTIANSTED, VI",2017-02,96429425.0,208451972.0,64220993.0,138130738.0,160650418.0,346582710.0
5104,"CHRISTIANSTED, VI",2017-03,143214385.0,403404397.0,44248778.0,109407864.0,187463163.0,512812261.0
5104,"CHRISTIANSTED, VI",2017-04,72570279.0,139701009.0,67813401.0,148074601.0,140383680.0,287775610.0
5104,"CHRISTIANSTED, VI",2017-05,92703026.0,262060835.0,37560751.0,85838239.0,130263777.0,347899074.0
5104,"CHRISTIANSTED, VI",2017-06,174437806.0,396275148.0,102473757.0,236585316.0,276911563.0,632860464.0
5104,"CHRISTIANSTED, VI",2017-07,115182980.0,343292951.0,89150407.0,183205281.0,204333387.0,526498232.0
5104,"CHRISTIANSTED, VI",2017-08,69785774.0,174612815.0,42949317.0,102287948.0,112735091.0,276900763.0
5104,"CHRISTIANSTED, VI",2017-09,20634480.0,55731709.0,55869907.0,113550931.0,76504387.0,169282640.0
5104,"CHRISTIANSTED, VI",2017-10,14115351.0,36331155.0,27349427.0,65136320.0,41464778.0,101467475.0
5104,"CHRISTIANSTED, VI",2017-11,154251636.0,327693440.0,49421525.0,110931548.0,203673161.0,438624988.0
5104,"CHRISTIANSTED, VI",2017-12,5302084.0,8467652.0,33537438.0,69949725.0,38839522.0,78417377.0
5104,"CHRISTIANSTED, VI",2018-01,125413354.0,248876091.0,30516236.0,60624013.0,155929590.0,309500104.0
5104,"CHRISTIANSTED, VI",2018-02,80412222.0,186395668.0,30953773.0,65329383.0,111365995.0,251725051.0
5104,"CHRISTIANSTED, VI",2018-03,181365357.0,397026610.0,109292632.0,198702562.0,290657989.0,595729172.0
5104,"CHRISTIANSTED, VI",2018-04,123836164.0,243291180.0,37561137.0,86308910.0,161397301.0,329600090.0
5104,"CHRISTIANSTED, VI",2018-05,57793284.0,110672392.0,28679587.0,62160195.0,86472871.0,172832587.0
5104,"CHRISTIANSTED, VI",2018-06,49918630.0,69430149.0,57745747.0,102258299.0,107664377.0,171688448.0
5104,"CHRISTIANSTED, VI",2018-07,83272300.0,139575760.0,97564245.0,174811987.0,180836545.0,314387747.0
5104,"CHRISTIANSTED, VI",2018-08,308267113.0,534197053.0,33639381.0,59846547.0,341906494.0,594043600.0
5104,"CHRISTIANSTED, VI",2018-09,107715979.0,181399707.0,47209910.0,94012023.0,154925889.0,275411730.0
5104,"CHRISTIANSTED, VI",2018-10,84193614.0,132891135.0,64864160.0,109375903.0,149057774.0,242267038.0
5104,"CHRISTIANSTED, VI",2018-11,62275613.0,120586300.0,128401559.0,207837896.0,190677172.0,328424196.0
5104,"CHRISTIANSTED, VI",2018-12,139279364.0,261520043.0,68844273.0,146757175.0,208123637.0,408277218.0
5104,"CHRISTIANSTED, VI",2019-01,125082265.0,194474051.0,75083030.0,155174377.0,200165295.0,349648428.0
5104,"CHRISTIANSTED, VI",2019-02,91322877.0,196424007.0,49389450.0,104246528.0,140712327.0,300670535.0
5104,"CHRISTIANSTED, VI",2019-03,189214013.0,321736696.0,132472381.0,240544657.0,321686394.0,562281353.0
5104,"CHRISTIANSTED, VI",2019-04,146488461.0,283834982.0,118045726.0,226159328.0,264534187.0,509994310.0
5104,"CHRISTIANSTED, VI",2019-05,82952112.0,141141805.0,71288114.0,129664273.0,154240226.0,270806078.0
5104,"CHRISTIANSTED, VI",2019-06,31482186.0,59153876.0,44199669.0,87800336.0,75681855.0,146954212.0
5104,"CHRISTIANSTED, VI",2019-07,24027362.0,45869228.0,38980303.0,73877825.0,63007665.0,119747053.0
5104,"CHRISTIANSTED, VI",2019-08,239261.0,296595.0,75536391.0,167177942.0,75775652.0,167474537.0
5104,"CHRISTIANSTED, VI",2019-09,2726374.0,1447841.0,43978679.0,77013079.0,46705053.0,78460920.0
5104,"CHRISTIANSTED, VI",2019-10,43756731.0,88156838.0,114897615.0,258667715.0,158654346.0,346824553.0
5104,"CHRISTIANSTED, VI",2019-11,87960934.0,159764799.0,52484143.0,102464420.0,140445077.0,262229219.0
5104,"CHRISTIANSTED, VI",2019-12,70688499.0,120188859.0,114678683.0,227772007.0,185367182.0,347960866.0
5104,"CHRISTIANSTED, VI",2020-01,116712984.0,231091667.0,22234644.0,43676173.0,138947628.0,274767840.0
5104,"CHRISTIANSTED, VI",2020-02,109464431.0,200942725.0,25078177.0,55724359.0,134542608.0,256667084.0
5104,"CHRISTIANSTED, VI",2020-03,159020439.0,518721150.0,27264540.0,67331736.0,186284979.0,586052886.0
5104,"CHRISTIANSTED, VI",2020-04,85935125.0,438476918.0,9653346.0,31084955.0,95588471.0,469561873.0
5104,"CHRISTIANSTED, VI",2020-05,32367443.0,130531307.0,9844444.0,35140408.0,42211887.0,165671715.0
5104,"CHRISTIANSTED, VI",2020-06,5147581.0,15262281.0,85533740.0,229984685.0,90681321.0,245246966.0
5104,"CHRISTIANSTED, VI",2020-07,18744855.0,95730037.0,87976789.0,211276785.0,106721644.0,307006822.0
5104,"CHRISTIANSTED, VI",2020-08,41910693.0,55470513.0,81600980.0,169911984.0,123511673.0,225382497.0
5104,"CHRISTIANSTED, VI",2020-09,14409688.0,51098808.0,29841984.0,73786208.0,44251672.0,124885016.0
5104,"CHRISTIANSTED, VI",2020-10,70236565.0,221357808.0,65513657.0,179803411.0,135750222.0,401161219.0
5104,"CHRISTIANSTED, VI",2020-11,61007702.0,196926514.0,120379027.0,313820917.0,181386729.0,510747431.0
5104,"CHRISTIANSTED, VI",2020-12,39670606.0,91257650.0,134768874.0,351454882.0,174439480.0,442712532.0
5104,"CHRISTIANSTED, VI",2021-01,178473010.0,451394526.0,149071681.0,353988586.0,327544691.0,805383112.0
5104,"CHRISTIANSTED, VI",2021-02,31008420.0,64995640.0,132220194.0,260039504.0,163228614.0,325035144.0
5104,"CHRISTIANSTED, VI",2021-03,47741505.0,92854325.0,97171209.0,173103567.0,144912714.0,265957892.0
5104,"CHRISTIANSTED, VI",2021-04,207201216.0,432346895.0,70588705.0,137976680.0,277789921.0,570323575.0
5104,"CHRISTIANSTED, VI",2021-05,107554689.0,199764100.0,165286271.0,298781009.0,272840960.0,498545109.0
5104,"CHRISTIANSTED, VI",2021-06,83393318.0,58060540.0,381224346.0,626444343.0,464617664.0,684504883.0
5104,"CHRISTIANSTED, VI",2021-07,110746435.0,187629812.0,139140305.0,248007693.0,249886740.0,435637505.0
5104,"CHRISTIANSTED, VI",2021-08,39859417.0,65443850.0,296474815.0,539956579.0,336334232.0,605400429.0
5104,"CHRISTIANSTED, VI",2021-09,133052825.0,215867953.0,147211119.0,234326525.0,280263944.0,450194478.0
5104,"CHRISTIANSTED, VI",2021-10,61718075.0,79090270.0,108140514.0,144436064.0,169858589.0,223526334.0
5104,"CHRISTIANSTED, VI",2021-11,93740798.0,156793599.0,161362812.0,239281505.0,255103610.0,396075104.0
5104,"CHRISTIANSTED, VI",2021-12,218992470.0,339549126.0,192462880.0,307923760.0,411455350.0,647472886.0
5104,"CHRISTIANSTED, VI",2022-01,73484013.0,109903217.0,202288209.0,297829617.0,275772222.0,407732834.0
5104,"CHRISTIANSTED, VI",2022-02,42251028.0,56144598.0,137170631.0,182580029.0,179421659.0,238724627.0
5104,"CHRISTIANSTED, VI",2022-03,40218604.0,46254873.0,225337337.0,243707067.0,265555941.0,289961940.0
5104,"CHRISTIANSTED, VI",2022-04,106508129.0,117363737.0,235685658.0,257200185.0,342193787.0,374563922.0
5104,"CHRISTIANSTED, VI",2022-05,111354506.0,97023479.0,224838354.0,178476228.0,336192860.0,275499707.0
5104,"CHRISTIANSTED, VI",2022-06,24105651.0,17991581.0,223394109.0,214938643.0,247499760.0,232930224.0
5104,"CHRISTIANSTED, VI",2022-07,72728472.0,62521590.0,226197040.0,208494709.0,298925512.0,271016299.0
5104,"CHRISTIANSTED, VI",2022-08,83541208.0,94013097.0,173592519.0,153719220.0,257133727.0,247732317.0
5104,"CHRISTIANSTED, VI",2022-09,55122540.0,56065670.0,159846618.0,157485046.0,214969158.0,213550716.0
5104,"CHRISTIANSTED, VI",2022-10,34900439.0,40809463.0,163138515.0,168643419.0,198038954.0,209452882.0
5104,"CHRISTIANSTED, VI",2022-11,118524672.0,179886727.0,184077439.0,162620113.0,302602111.0,342506840.0
5104,"CHRISTIANSTED, VI",2022-12,14301396.0,19244024.0,304564342.0,351588564.0,318865738.0,370832588.0
5104,"CHRISTIANSTED, VI",2023-01,87761468.0,154600935.0,283430143.0,323697525.0,371191611.0,478298460.0
5104,"CHRISTIANSTED, VI",2023-02,68389975.0,118323483.0,238047707.0,266973429.0,306437682.0,385296912.0
5104,"CHRISTIANSTED, VI",2023-03,6380989.0,20226365.0,401760359.0,554867730.0,408141348.0,575094095.0
5104,"CHRISTIANSTED, VI",2023-04,76187192.0,150373399.0,233301958.0,291260520.0,309489150.0,441633919.0
5104,"CHRISTIANSTED, VI",2023-05,10464818.0,20997379.0,287689182.0,410224494.0,298154000.0,431221873.0
5104,"CHRISTIANSTED, VI",2023-06,19652760.0,30296949.0,235011286.0,319399867.0,254664046.0,349696816.0
5104,"CHRISTIANSTED, VI",2023-07,33188144.0,43178813.0,238895119.0,293365881.0,272083263.0,336544694.0
5104,"CHRISTIANSTED, VI",2023-08,547258.0,1505093.0,215698873.0,256648966.0,216246131.0,258154059.0
5104,"CHRISTIANSTED, VI",2023-09,32286250.0,56379317.0,270107008.0,311927871.0,302393258.0,368307188.0
5104,"CHRISTIANSTED, VI",2023-10,6436572.0,12597223.0,329253992.0,460741105.0,335690564.0,473338328.0
5104,"CHRISTIANSTED, VI",2023-11,140314.0,100964.0,183340521.0,205356857.0,183480835.0,205457821.0
5104,"CHRISTIANSTED, VI",2023-12,2651699.0,5777983.0,257514903.0,313076200.0,260166602.0,318854183.0
