PORT,PORT_NAME,year_month,import_ves_val,import_ves_wgt,export_ves_val,export_ves_wgt,total_ves_val,total_ves_wgt
1502,"WINSTON-SALEM, NC",2020-10,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2020-11,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2020-12,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-01,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-02,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-03,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-04,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-05,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-06,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-07,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-08,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-09,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-10,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-11,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2021-12,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-01,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-02,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-03,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-04,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-05,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-06,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-07,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-08,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-09,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-10,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-11,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2022-12,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-01,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-02,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-03,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-04,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-05,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-06,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-07,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-08,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-09,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-10,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-11,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2023-12,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-01,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-02,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-03,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-04,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-05,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-06,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-07,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-08,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-09,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-10,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-11,0.0,0.0,0.0,0.0,0.0,0.0
1502,"WINSTON-SALEM, NC",2024-12,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-01,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-02,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-03,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-04,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-05,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-06,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-07,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-08,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-09,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-10,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-11,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2016-12,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-01,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-02,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-03,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-04,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-05,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-06,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-07,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-08,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-09,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-10,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-11,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2017-12,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-01,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-02,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-03,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-04,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-05,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-06,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-07,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-08,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-09,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-10,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-11,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2018-12,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-01,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-02,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-03,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-04,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-05,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-06,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-07,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-08,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-09,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-10,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-11,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2019-12,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-01,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-02,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-03,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-04,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-05,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-06,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-07,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-08,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-09,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-10,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-11,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2020-12,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-01,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-02,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-03,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-04,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-05,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-06,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-07,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-08,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-09,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-10,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-11,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2021-12,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-01,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-02,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-03,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-04,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-05,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-06,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-07,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-08,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-09,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-10,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-11,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2022-12,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-01,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-02,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-03,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-04,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-05,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-06,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-07,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-08,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-09,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-10,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-11,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2023-12,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-01,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-02,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-03,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-04,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-05,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-06,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-07,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-08,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-09,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-10,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-11,0.0,0.0,0.0,0.0,0.0,0.0
1503,"DURHAM, NC",2024-12,0.0,0.0,0.0,0.0,0.0,0.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-01,21111275.0,26598582.0,35241702.0,76228525.0,56352977.0,102827107.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-02,24497914.0,56113510.0,23672031.0,32161957.0,48169945.0,88275467.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-03,20276196.0,47649513.0,40283306.0,85736818.0,60559502.0,133386331.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-04,30019631.0,51286488.0,20607309.0,54088579.0,50626940.0,105375067.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-05,52731747.0,55067918.0,10229232.0,62860262.0,62960979.0,117928180.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-06,45179935.0,69885710.0,766000.0,3596.0,45945935.0,69889306.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-07,47736162.0,94304680.0,21039654.0,75602233.0,68775816.0,169906913.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-08,49608537.0,38907293.0,30798997.0,65375205.0,80407534.0,104282498.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-09,20528007.0,44541854.0,36937550.0,90622932.0,57465557.0,135164786.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-10,29386012.0,49429832.0,9311382.0,44853605.0,38697394.0,94283437.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-11,10835825.0,20989405.0,19743037.0,65725687.0,30578862.0,86715092.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2016-12,21736470.0,41595715.0,8982559.0,26718823.0,30719029.0,68314538.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-01,35170553.0,68752314.0,2878012.0,2360505.0,38048565.0,71112819.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-02,29716888.0,55364399.0,8856608.0,21674911.0,38573496.0,77039310.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-03,35299942.0,69626021.0,10926923.0,41803447.0,46226865.0,111429468.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-04,35424963.0,75567576.0,10939858.0,40617000.0,46364821.0,116184576.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-05,27320696.0,45409263.0,7631864.0,34200292.0,34952560.0,79609555.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-06,28486898.0,45959053.0,624808.0,2099812.0,29111706.0,48058865.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-07,48226258.0,81298769.0,29214006.0,61776790.0,77440264.0,143075559.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-08,37064381.0,52431861.0,35933688.0,79780800.0,72998069.0,132212661.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-09,26876560.0,44422179.0,33229807.0,37821921.0,60106367.0,82244100.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-10,20298072.0,33168717.0,38916588.0,71192134.0,59214660.0,104360851.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-11,35350032.0,61812905.0,35563291.0,44776574.0,70913323.0,106589479.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2017-12,13280429.0,6024372.0,44670039.0,73459182.0,57950468.0,79483554.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-01,53286563.0,94797025.0,19986708.0,45013875.0,73273271.0,139810900.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-02,30284806.0,46243885.0,13795314.0,30105986.0,44080120.0,76349871.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-03,61359662.0,140415521.0,17760454.0,49556203.0,79120116.0,189971724.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-04,57492291.0,70981562.0,18288875.0,42537622.0,75781166.0,113519184.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-05,33942006.0,40947748.0,341948430.0,47078920.0,375890436.0,88026668.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-06,62963616.0,113512458.0,20059930.0,323206.0,83023546.0,113835664.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-07,38239837.0,65329358.0,29799683.0,84582675.0,68039520.0,149912033.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-08,22523114.0,24357833.0,51287427.0,53754216.0,73810541.0,78112049.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-09,39989260.0,76937645.0,27960167.0,72134138.0,67949427.0,149071783.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-10,51183398.0,83099020.0,39899122.0,45319896.0,91082520.0,128418916.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-11,41115061.0,76258490.0,34555063.0,47022262.0,75670124.0,123280752.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2018-12,17197785.0,8054877.0,35571692.0,33717608.0,52769477.0,41772485.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-01,67961538.0,133608900.0,29469630.0,35304666.0,97431168.0,168913566.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-02,30699325.0,55634485.0,34458533.0,49190226.0,65157858.0,104824711.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-03,46529558.0,85558999.0,19573939.0,4765362.0,66103497.0,90324361.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-04,31344746.0,54917033.0,56197530.0,95395845.0,87542276.0,150312878.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-05,79566448.0,177295327.0,41426217.0,49428590.0,120992665.0,226723917.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-06,33637812.0,52638601.0,22692499.0,412145.0,56330311.0,53050746.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-07,44354388.0,58858897.0,30209845.0,32002446.0,74564233.0,90861343.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-08,33885643.0,42924120.0,26041076.0,2517461.0,59926719.0,45441581.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-09,28008626.0,48184339.0,28990541.0,39220764.0,56999167.0,87405103.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-10,51641163.0,82395010.0,33151726.0,65393368.0,84792889.0,147788378.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-11,21751843.0,85861503.0,21719193.0,356175.0,43471036.0,86217678.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2019-12,64409236.0,100869216.0,33205654.0,52629364.0,97614890.0,153498580.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-01,50056639.0,92373827.0,22901758.0,2876172.0,72958397.0,95249999.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-02,34095701.0,61021568.0,30245229.0,35339075.0,64340930.0,96360643.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-03,29337776.0,52044135.0,39100215.0,69588147.0,68437991.0,121632282.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-04,49740625.0,81020966.0,8650845.0,144127.0,58391470.0,81165093.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-05,37843966.0,89531091.0,12140962.0,8046170.0,49984928.0,97577261.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-06,33568886.0,74706634.0,15752779.0,18906074.0,49321665.0,93612708.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-07,12506449.0,41091702.0,11527279.0,2283138.0,24033728.0,43374840.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-08,50452478.0,77161586.0,21571990.0,32760812.0,72024468.0,109922398.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-09,11904320.0,23121100.0,12090380.0,30099801.0,23994700.0,53220901.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-10,47232507.0,117051148.0,8108587.0,138935.0,55341094.0,117190083.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-11,29477044.0,43607567.0,10129387.0,174368.0,39606431.0,43781935.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2020-12,43472276.0,83123987.0,8346285.0,2144190.0,51818561.0,85268177.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-01,30497135.0,30384786.0,5628001.0,102956.0,36125136.0,30487742.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-02,48227664.0,73076896.0,8005114.0,131419.0,56232778.0,73208315.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-03,51229290.0,68666719.0,17639080.0,36171310.0,68868370.0,104838029.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-04,101524863.0,149932717.0,7069762.0,107465.0,108594625.0,150040182.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-05,31210410.0,52606960.0,7492932.0,2207224.0,38703342.0,54814184.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-06,81694024.0,87837985.0,4602589.0,74011.0,86296613.0,87911996.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-07,63207690.0,68410868.0,17372809.0,31595000.0,80580499.0,100005868.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-08,31279425.0,33579454.0,14729390.0,267990.0,46008815.0,33847444.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-09,67245759.0,88224199.0,30012835.0,32012292.0,97258594.0,120236491.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-10,50380035.0,58328848.0,1473899.0,2103858.0,51853934.0,60432706.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-11,75923865.0,114915674.0,37015696.0,31779213.0,112939561.0,146694887.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2021-12,36665429.0,109673301.0,0.0,0.0,36665429.0,109673301.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-01,75043236.0,87949780.0,35614686.0,30281452.0,110657922.0,118231232.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-02,75483123.0,85901394.0,8541998.0,2236094.0,84025121.0,88137488.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-03,93515450.0,85525059.0,43818211.0,37348424.0,137333661.0,122873483.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-04,78374845.0,81874068.0,36324774.0,39232157.0,114699619.0,121106225.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-05,61055426.0,90253765.0,24106422.0,2888956.0,85161848.0,93142721.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-06,70628143.0,63199423.0,87635628.0,74144937.0,158263771.0,137344360.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-07,70170045.0,62946641.0,30270062.0,30738981.0,100440107.0,93685622.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-08,74845261.0,78276832.0,80070229.0,53734813.0,154915490.0,132011645.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-09,61370411.0,65376220.0,131114618.0,96909903.0,192485029.0,162286123.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-10,40325803.0,40313244.0,23493637.0,33158578.0,63819440.0,73471822.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-11,48055980.0,68700238.0,43671325.0,31644259.0,91727305.0,100344497.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2022-12,42280502.0,87058050.0,79817092.0,36926726.0,122097594.0,123984776.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-01,68320299.0,71226818.0,28844328.0,46895383.0,97164627.0,118122201.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-02,29535107.0,50781176.0,26107993.0,9843735.0,55643100.0,60624911.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-03,56825487.0,74454424.0,42753971.0,72891745.0,99579458.0,147346169.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-04,42891371.0,53637065.0,52350188.0,41955176.0,95241559.0,95592241.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-05,97550266.0,117077648.0,82392641.0,43656293.0,179942907.0,160733941.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-06,55267792.0,60877578.0,25530665.0,35797065.0,80798457.0,96674643.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-07,43061289.0,54597350.0,20536840.0,22132467.0,63598129.0,76729817.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-08,52639564.0,81023689.0,39694836.0,76101869.0,92334400.0,157125558.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-09,48174270.0,57188576.0,38261675.0,71429600.0,86435945.0,128618176.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-10,43118663.0,129754690.0,22792600.0,41539331.0,65911263.0,171294021.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-11,49536935.0,35269264.0,33081774.0,38678557.0,82618709.0,73947821.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2023-12,68807107.0,82725862.0,71904214.0,33188217.0,140711321.0,115914079.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2024-01,17277509.0,33728693.0,22377434.0,535376.0,39654943.0,34264069.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2024-02,61487502.0,80932018.0,13233720.0,245880.0,74721222.0,81177898.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2024-03,63597759.0,57258920.0,23163609.0,567440.0,86761368.0,57826360.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2024-04,41833345.0,119925477.0,29064670.0,32399800.0,70898015.0,152325277.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2024-05,68361700.0,88556851.0,10013236.0,3167623.0,78374936.0,91724474.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2024-06,70671496.0,37570714.0,42435681.0,32139591.0,113107177.0,69710305.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2024-07,77364599.0,89906342.0,37259091.0,36273375.0,114623690.0,126179717.0
1511,"BEAUFORT-MOREHEAD CITY, NC",2024-08,42282914.0,63547587.0,16662116.0,282806.0,58945030.0,63830393.0
