country,port_name,wpi_id,lat,lon,year_month,n_images,sar_diff_median,sar_diff_mean,vh_median_mean,vh_max_mean
Russia,Tuapse,44230.0,44.1,39.066667,2022-10,8,8340.995357492073,13900.228682920455,-0.39208858927570456,2.5886909544224856
Russia,Tuapse,44230.0,44.1,39.066667,2022-11,8,9773.694418985358,15180.947433756073,1.6811652915576756,2.083005439140073
Russia,Tuapse,44230.0,44.1,39.066667,2022-12,7,8632.403801871627,14460.182392925699,1.6791160698440042,2.1565134573565943
Russia,Tuapse,44230.0,44.1,39.066667,2023-01,9,10443.805384401585,15062.12064867037,-0.4705431215874723,2.0924031699359653
Russia,Tuapse,44230.0,44.1,39.066667,2023-02,6,9361.577484377127,16549.397020141205,-1.2706559436400158,2.051514896190856
Russia,Tuapse,44230.0,44.1,39.066667,2023-03,9,10042.0929505893,16565.613432378854,-1.170202696889615,1.8811843522232055
Russia,Tuapse,44230.0,44.1,39.066667,2023-04,6,6480.731810726821,15245.072041176254,-1.2016007394232087,1.901518601636819
Russia,Tuapse,44230.0,44.1,39.066667,2023-05,9,10222.741185126886,13206.399349922642,-0.29826240514996916,2.467344266275108
Russia,Tuapse,44230.0,44.1,39.066667,2023-06,8,5915.341913102738,9738.85070414607,-0.6190052701919936,2.4519754145751484
Russia,Tuapse,44230.0,44.1,39.066667,2023-07,8,10180.370246213935,13805.031333475523,-0.25735452686026,2.327905249961277
Russia,Tuapse,44230.0,44.1,39.066667,2023-08,6,6747.274261065354,8986.791430494775,2.0926599361081064,2.0976580241488962
Russia,Tuapse,44230.0,44.1,39.066667,2023-09,8,10183.520560631712,13945.60459991745,-0.5162931016968304,2.507407911348444
Russia,Tuapse,44230.0,44.1,39.066667,2023-10,6,21073.611962566574,15253.418980628485,-0.5474626515526241,2.3019994313227676
Russia,Tuapse,44230.0,44.1,39.066667,2023-11,8,11095.677673963313,17599.065648019507,-0.24194481914031818,1.8037783652627617
Russia,Tuapse,44230.0,44.1,39.066667,2023-12,8,8983.462338795696,14120.656602597079,1.393586757964714,1.8668786007636449
Russia,Tuapse,44230.0,44.1,39.066667,2024-01,7,9249.670236210244,15279.586065560614,1.8714312979722538,1.7558037720264508
Russia,Tuapse,44230.0,44.1,39.066667,2024-02,8,10032.54400445673,15665.507810714136,1.4374080917321004,1.8543639187045198
Russia,Tuapse,44230.0,44.1,39.066667,2024-03,8,7113.558646832979,10942.894839005776,2.2280910866892,1.8581783202528224
Russia,Tuapse,44230.0,44.1,39.066667,2024-04,9,5756.427216679893,10437.962854295729,-0.5474958921614691,2.2263976922120414
Russia,Tuapse,44230.0,44.1,39.066667,2024-05,7,4550.760093934033,10722.0950073329,-1.0009363576788146,2.5753510060198233
Russia,Tuapse,44230.0,44.1,39.066667,2024-06,7,2881.028529549981,9024.179391667614,2.6456845695929845,2.4458913872041657
Russia,Tuapse,44230.0,44.1,39.066667,2024-07,7,3684.1674400121674,9552.422833299388,-0.56980058751867,2.4064692637607843
Russia,Tuapse,44230.0,44.1,39.066667,2024-08,8,5869.277754483686,12954.755232300697,-0.3707043232287865,2.353930768930784
Russia,Tuapse,44230.0,44.1,39.066667,2024-09,7,8420.178190467353,12717.910983096432,-0.3865921533921198,2.1008540005315384
Russia,Tuapse,44230.0,44.1,39.066667,2024-10,8,10174.160665472486,15520.6701489105,-0.53246348557151,2.2033707262632665
Russia,Tuapse,44230.0,44.1,39.066667,2024-11,7,7856.925951409194,14009.788208253653,-0.7327046106430201,2.2258368894270952
Russia,Tuapse,44230.0,44.1,39.066667,2024-12,6,8627.278594782416,12086.92114635364,2.125032138183323,2.114078151378726
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-01,3,147.71647115461968,147.71647115461968,1.8819382688393387,3.0154690051220365
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-02,5,46.03458354273364,94.1910472058575,-0.3834895007813865,2.2222960382592736
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-03,3,8.092970832855592,8.092970832855592,-0.3593073088884902,3.0299498443228607
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-04,4,188.25017932950914,305.8841051954323,2.7114476537009113,2.9383080766869227
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-05,4,83.26684433871254,206.2160813361728,0.03228084097819495,2.813300793938662
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-06,0,,,,
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-07,1,,,,
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-08,0,,,,
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-09,0,,,,
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-10,5,125.06442464644127,206.1172565644904,2.1829028689003236,2.0564399868927405
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-11,3,47.74943735512172,47.74943735512172,3.5154899892613813,2.3986452644359955
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2016-12,6,22.10681687320011,34.59335558761845,,3.0516515665731196
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-01,5,0.0,0.18911001161271934,,1.311270171813709
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-02,5,16.59726846521604,14.605416491333322,0.6073073217983586,2.2319648380297803
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-03,3,182.82945821801968,182.82945821801968,3.453764916642306,1.6515687451404422
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-04,3,266.89417026457113,266.89417026457113,0.7325676162059769,2.76656876675694
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-05,7,106.81486583145822,173.7309897379398,,1.3929804269982726
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-06,14,74.00330427738001,67.94295856202196,,2.8767716764793057
